ID,Q57,Q1,Q14,Q17,Q3,Q21,Q22,Region,Division,Q29,Q30,36,28,8,2,1,189,163,26,12,15,147,54,45,68,22,134,129,3,4,20,10,6,12,1,8,4,3,2,,,,,,,,,,,,,,,,,,,,,,,
ID,Please select the statement belOw that best describes yOu.,Please select the statement belOw that best describes yOur current teaching Of biOinfOrmatics cOn...,Sex,"Highest earned degree. If ""other,"" please explain.",Which of the following best describes your level of bioinformatics training?,What is the Carnegie classification of your institution?,Is your institution classified as minority-serving?,Region,Division,"At your current institution, do you face any technical barriers in teaching bioinformatics, e.g.,...",Optional: Please describe.,Faculty Issues - General,Faculty - No Expertise/Training,Faculty - Time,Faculty - not interested in topic,Faculty - no computer sci Faculty,Facilities - General,Facilities - Computer Labs limited or not available,Facilities - Computers are too old /inadequate,Facilities - Servers,Facilities - Internet Access Limited,Resources - General,Resources - Operating System Availability/Issues,Resources - Approp. Software,Resources - no high performance systems available,Resources - Funding,Inst/Dept Support - General,Inst/Dept Support - No IT support,Inst/Dept Support - No Sub to Pay-site Databases,Inst/Dept Support - Comp Sci Dept Will not support Bioinf,Student Issues - General,Student Issues - Access to Approp Software off campus,Student Issues - Basic Computing Knowledge,Student Issues - No access to computers at home,Student Issues - No interest in Bioinf,Curriculum Issues - General,Curriculum - Need to Develop new program,Curriculum Class Size too large,Curriculum - Access to developed Bioinf Lesson Plans/Bioinf Curric,,,,,,,,,,,,,,,,,,,,,,,
860,1,4,2,4,8,4,2,SO,5,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,1,1,2,4,2,4,2,WE,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,1,3,1,4,8,5,1,SO,7,1,These resources are reserved for comp. sci. and BINF students and there is not capacity for BIOL students to use these resources. There are so many more BIOL students.,,,,,,1,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,1,3,1,4,3,3,1,SO,7,1,enough computer classrooms and associated resources,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,1,3,1,4,3,2,2,MW,3,1,"If students are expected to be able to work on course-work at home, they need access to software on their personal computers. Many of my students have a Microsoft Surface instead of a laptop or no computer at all. The tech buy-in for students is expensive I haven't been able to envision a course set-up yet that get around this hurdle. I'm open to ideas!",,,,,,,,,,,1,,1,,1,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,1,3,2,4,2,3,3,MW,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,1,3,2,4,1,3,3,MW,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,2,3,2,2,2,5,1,WE,9,1,No computers. Lousy IT,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,1,2,1,4,3,2,3,NE,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,1,3,1,4,2,2,2,MW,3,1,"availability of a computer lab, adequate IT support (really, there is none now-it all just faculty)",,,,,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,2,2,2,4,3,1,3,WE,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,#NULL!,#NULL!,3,5,1,5,3,MW,4,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,1,3,2,4,1,5,1,MW,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,1,3,2,4,2,3,1,MW,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,2,2,2,2,3,1,1,SO,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,2,3,2,2,1,1,1,SO,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,1,4,2,4,2,3,2,SO,7,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,1,3,2,2,4,4,1,WE,8,1,"All of the above? We have a population of students that may not have financial means to purchase an at home computer, and the available computer labs may not be readily available as needed for a bioinformatics course.",,,,,,1,1,,,,1,1,,1,,1,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,1,3,1,4,8,3,1,NE,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,1,3,2,4,2,2,1,NE,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,1,1,1,4,3,2,2,SO,7,1,Lack of a sufficient number of computers with the correct operating systems and ability to use related software.,,,,,,1,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,2,3,2,4,1,2,1,SO,5,1,"Availability of high performance computing for teaching, IT support, space for computers.",,,,,,1,1,,,,1,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,8,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,2,3,2,2,2,1,1,MW,3,1,Our wireless connection is not reliable.,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,2,3,2,2,3,1,1,MW,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,1,2,1,4,8,2,2,MW,4,1,Availability of computer lab time.,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,#NULL!,#NULL!,1,4,1,3,3,MW,4,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,1,3,1,4,2,2,2,MW,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,2,2,2,2,2,1,3,MW,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,1,1,2,4,3,4,3,NE,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,4,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,#NULL!,#NULL!,1,4,1,1,3,NE,1,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,1,3,2,4,1,3,1,SO,5,1,all of the above,,,,,,1,1,,,,1,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,6,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,1,4,2,4,2,4,3,MW,3,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,1,3,2,4,2,2,3,SO,5,1,higher power computing abilities are lacking,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,2,2,1,4,2,1,3,WE,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,2,3,1,2,1,1,1,SO,6,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,1,1,2,4,2,3,3,SO,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,#NULL!,#NULL!,2,4,1,5,2,SO,6,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,2,2,1,4,2,5,3,SO,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,1,1,2,4,3,5,1,MW,3,1,Slow response of IT for software installation and web access assistance.,,,,,,,,,,,1,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,1,3,1,4,2,2,2,SO,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,1,3,1,4,8,4,2,WE,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,1,3,2,4,8,4,2,MW,4,1,Computer lab availability is an issue.,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,1,4,1,4,9,4,1,WE,9,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,1,2,1,4,8,2,3,WE,9,1,"access to high performance computing for teaching, IT support",,,,,,,,,,,1,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,2,2,1,2,2,1,3,NE,2,1,"We do not have newer computers for students and there is no money to buy any, so equipment is antiquated.",,,,,,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,4,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,3,#NULL!,2,4,8,#NULL!,#NULL!,WE,9,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,1,4,2,4,2,4,3,NE,2,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,1,3,3,4,1,4,1,MW,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,1,1,2,4,2,2,1,SO,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,1,4,2,4,2,4,2,WE,9,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,#NULL!,#NULL!,1,1,4,4,1,MW,3,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,1,3,1,4,1,4,3,NE,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,1,2,1,4,3,2,2,SO,5,1,We lack computer science faculty and IT support staff with experience in bioinformatics.,1,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,4,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,1,3,2,4,2,4,3,MW,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,1,3,2,4,1,2,2,NE,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,2,3,2,4,2,1,3,MW,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,1,3,2,4,8,2,1,NA,NA,1,Computer laboratories are administered by each department.  Our department does not have a computer laboratory,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,2,3,1,4,8,1,3,NE,2,1,"Small computer labs, large lectures",,,,,,1,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
926,1,3,2,4,2,4,1,NE,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,1,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,2,2,1,4,3,5,3,MW,3,1,"Access to laptops, regular computer lab",,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,1,3,1,4,2,4,1,MW,3,1,all listed above,,,,,,1,1,,,,1,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,1,3,1,4,2,3,2,MW,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,1,3,1,4,2,3,2,MW,3,1,I don't even know enough to know what I am missing.  I have one lab where we do a Blastn analysis.  I don't even know what is available.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,#NULL!,#NULL!,1,4,2,3,2,MW,3,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,1,3,1,2,3,3,1,NE,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,1,4,1,4,8,4,2,NE,2,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,1,3,1,4,2,2,2,NE,1,1,"We have a lab of standard desktop  computers for our department and the introductory teaching lab has standard computers, but we do not have high performance computers.",,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,1,2,2,4,8,2,2,NE,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,1,2,2,4,7,3,3,NE,1,1,computer lab access,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,2,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,3,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,1,2,1,4,2,2,1,SO,5,1,Access to computers and software support/funding,,,,,,1,1,,,,1,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,2,3,1,4,2,1,2,MW,4,1,all of the above,,,,,,1,1,,,,1,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,1,2,2,4,2,5,1,WE,9,1,IT support is a challenge; we're a small liberal-arts school and have a pretty limited Windows/MS-centric IT department,,,,,,,,,,,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,1,3,1,2,1,3,1,SO,5,1,I am not sure what support IT would give to this topic.,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,2,2,1,4,8,1,1,NE,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,1,3,2,4,2,3,2,WE,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,#NULL!,#NULL!,1,3,1,1,1,MW,3,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,1,3,2,4,2,4,2,NE,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,9,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,1,3,2,4,8,2,2,SO,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,1,2,1,4,2,2,1,NE,1,1,IT support is virtually absent,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,1,3,2,4,8,3,2,MW,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,#NULL!,#NULL!,1,4,1,4,3,NE,1,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,2,3,1,4,2,1,2,WE,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,1,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,9,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,1,3,1,4,4,2,2,NE,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,1,3,1,2,8,3,1,NE,2,1,There are faculty with an expertise in the field,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,2,3,1,2,1,1,3,SO,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,1,2,1,4,3,3,2,NE,2,1,"availability of a computer lab,  IT support",,,,,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,1,3,2,5,9,4,1,NE,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,2,3,2,4,4,1,3,SO,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,2,1,3,4,7,5,3,SO,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,1,4,2,4,2,4,3,MW,3,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,7,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,1,2,2,4,2,3,1,MW,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,1,3,1,4,8,2,2,SO,5,1,"we only have one instructional computer lab, and lack computer IT support and lack access to high performance computing",,,,,,,,,,,1,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,1,3,1,4,3,2,3,WE,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,2,2,1,2,3,1,1,WE,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,1,2,2,4,2,3,3,NE,2,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,1,3,1,4,2,2,3,NE,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,1,4,2,4,2,4,3,MW,3,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,2,3,1,5,3,1,3,WE,9,1,"We do not have enough computers available for each student to have access during our lab session. Students have to work in groups of 2-3.  There are computers on campus and most have computers at home so homework can be assigned as long as we are able to ive them very user friendly tutorials so that they have proper guidance.  For more difficult tasks, it is really essential that they do the work during class time with an instructor present if no user friendly tutorials are available. This necessitates moe computers available in the lab classroom.",,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,2,2,1,4,3,1,2,NE,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,1,3,1,4,8,3,1,NE,2,1,"Students often utilize their own operating systems/computers which often contain different software than campus computers, and some programs are not compatible between Macs and PCs.",,,,,,,,,,,1,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,#NULL!,#NULL!,2,4,1,4,3,MW,3,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,1,2,2,4,3,2,3,SO,7,1,If we were to delve deeply into bioinformatics there might be hurdles in getting appropriate software running on sufficiently capable computers. Not insurmountable.,,,,,,1,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,2,3,1,2,2,1,1,MW,3,1,"availability of software; size, space, and availability of computer labs; student access to computers/software at home.",,,,,,1,1,,1,,1,,1,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,#NULL!,#NULL!,2,2,1,1,3,MW,3,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,1,3,2,4,2,3,1,MW,3,1,We do not have updated computers available for our class sizes.,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,2,3,1,4,1,1,1,MW,3,1,Availability of computer labs; student availability to use computer labs outside of class time; access to high performance computing for teaching,,,,,,1,1,,,,1,,,1,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,2,2,2,4,8,5,3,MW,3,1,Ability for the students to have the background content before beginning these materials,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,3,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,1,3,2,4,3,3,2,NE,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,#NULL!,#NULL!,2,4,8,2,2,WE,9,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,1,3,2,4,2,4,2,SO,7,1,largely differences in OS are the primary limiting factor (and general lack of knowledge of even what the differences among OSs are).,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,1,3,2,4,1,2,2,SO,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,1,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,8,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,1,4,1,4,1,4,3,NE,1,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,1,2,1,4,2,3,2,NE,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,1,3,1,4,2,4,3,SO,6,1,"We have computer labs, but they do not belong to our department. but will -probably need additional for teaching bioinformatics",,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,1,1,2,4,3,2,2,NA,NA,1,lack of interest by students partly due to other faculty downplaying its importance,1,,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,1,3,1,4,2,2,2,SO,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,2,3,1,2,1,1,1,MW,3,1,lack of computer access for classes and lack of training for faculty,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,1,3,1,4,2,5,1,SO,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,1,1,1,4,3,2,2,SO,5,1,It would be difficult to get IT support for more complex operating systems.,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,1,3,2,2,8,5,1,SO,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,1,2,1,4,3,4,1,SO,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,1,2,2,4,3,3,1,SO,7,1,No readily available computer lab that is accessible to biologists on a regular basis.  I had to write a grant to get a dozen laptops that I use for this purpose.  Major barrier to using these in class is the excruciatingly slow internet access and the inessant security scanning and updating (& rebooting) that is unavoidable.  We waste ridiculous amounts of class/lab time on this.,,,,,,1,1,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,1,1,1,4,3,3,2,NE,2,1,Some programs require administrative access which IT dept will not allow due to security issues.,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,1,2,2,4,2,2,3,NE,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
