ID,Q57,Q1,Q14,Q17,Q3,Q21,Q22,Region,Division,Q29,Q30,36,28,8,2,1,189,163,26,12,15,147,54,45,68,22,134,129,3,4,20,10,6,12,1,8,4,3,2,,,,,,,,,,,,,,,,,,,,,,,
ID,Please select the statement belOw that best describes yOu.,Please select the statement belOw that best describes yOur current teaching Of biOinfOrmatics cOn...,Sex,"Highest earned degree. If ""other,"" please explain.",Which of the following best describes your level of bioinformatics training?,What is the Carnegie classification of your institution?,Is your institution classified as minority-serving?,Region,Division,"At your current institution, do you face any technical barriers in teaching bioinformatics, e.g.,...",Optional: Please describe.,Faculty Issues - General,Faculty - No Expertise/Training,Faculty - Time,Faculty - not interested in topic,Faculty - no computer sci Faculty,Facilities - General,Facilities - Computer Labs limited or not available,Facilities - Computers are too old /inadequate,Facilities - Servers,Facilities - Internet Access Limited,Resources - General,Resources - Operating System Availability/Issues,Resources - Approp. Software,Resources - no high performance systems available,Resources - Funding,Inst/Dept Support - General,Inst/Dept Support - No IT support,Inst/Dept Support - No Sub to Pay-site Databases,Inst/Dept Support - Comp Sci Dept Will not support Bioinf,Student Issues - General,Student Issues - Access to Approp Software off campus,Student Issues - Basic Computing Knowledge,Student Issues - No access to computers at home,Student Issues - No interest in Bioinf,Curriculum Issues - General,Curriculum - Need to Develop new program,Curriculum Class Size too large,Curriculum - Access to developed Bioinf Lesson Plans/Bioinf Curric,,,,,,,,,,,,,,,,,,,,,,,
268,1,2,1,4,3,5,1,WE,9,1,"Availability of computer lab (described above)Access to high performance computing for teachingIT support",,,,,,1,1,,,,1,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,1,1,2,4,2,3,3,MW,4,1,"The Bioinformatics Field changes quickly.  I only teach 'BI Applications' every 2 years.  'Am not given enough time, $ or incentive to re-write course that often.",1,1,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,1,4,2,4,2,3,2,MW,4,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,1,3,3,4,3,2,2,WE,9,1,enough computationally literate faculty to better implement genomics/informatics into the curriculum,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,1,3,1,4,2,5,2,NA,NA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,1,2,1,4,2,4,2,MW,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,#NULL!,#NULL!,2,2,2,1,2,WE,8,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,1,1,2,4,9,4,2,WE,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,1,1,1,4,7,4,3,NA,NA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,1,2,1,4,2,3,3,NE,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,1,2,2,4,3,3,2,NE,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,1,3,1,4,8,4,1,SO,5,1,poor wifi and not enough computers,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,1,3,2,4,8,4,2,SO,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,1,3,1,4,2,4,1,SO,5,1,Competition for scheduling of computer labs.,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,#NULL!,#NULL!,2,4,4,3,2,WE,8,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,2,3,1,4,2,1,1,MW,4,1,"Students do not have their own computers, and our IT service provides a beaurocratic barrier to downloading/installing anything on our lab laptops.",,,,,,,,,,,,,,,,1,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,4,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,2,3,2,4,2,1,1,WE,9,1,no support services available,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,1,3,2,4,2,4,2,MW,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,8,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,1,4,2,4,2,4,3,WE,8,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,1,4,2,4,2,4,2,MW,3,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,1,2,1,4,3,3,2,NE,2,1,We have access to Mac and Windows computing labs and limited high performance computing. The fact that some of the programs can only be used on only one operating system is sometimes an issue.,,,,,,1,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,1,2,2,4,3,4,2,NE,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,1,2,2,4,3,2,1,NA,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,1,3,1,4,2,2,1,NA,NA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,1,4,1,4,3,3,2,SO,5,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,1,3,2,4,2,3,3,SO,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,1,3,2,4,2,4,3,SO,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,#NULL!,#NULL!,3,4,4,4,1,SO,6,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,1,3,3,4,8,4,1,SO,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,1,2,1,4,3,3,2,MW,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,1,3,1,4,2,2,3,MW,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,3,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,1,3,1,4,2,4,2,SO,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,1,1,2,4,2,3,1,SO,7,1,"Noted aboveIn the past the program had access to servers maintained by the computer science dept.  In a cost-saving move, they have moved their operation to a cloud based platform, that works for learning python, java etc but does not support data analyes.My current servers are in year 2 of their 3 -5yr life, and 1 has just suffered a drive failure - no support!The onus is on the program to find affordable cloud-based computing that can handle small-large data sets.",,,,,,1,,,1,,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,1,2,1,4,3,2,1,SO,7,1,"We have old inadequate computers in most of our computer labs. The ""good"" computer labs we have are often booked, so it is difficult to meet there. Installing and maintaining bioinformatics software is so slow and laborious through IT that we often rely o personal student laptops. (Thank goodness for web-based tools.)",,,,,,1,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,1,3,2,4,2,5,3,MW,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,1,3,1,4,2,2,2,MW,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,3,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,1,2,1,4,2,2,2,SO,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,1,2,2,4,2,2,3,SO,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,1,3,1,4,8,5,2,SO,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,1,1,1,4,2,2,2,NE,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,1,3,1,4,2,3,2,NE,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,1,2,3,4,2,2,3,NE,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,1,1,1,4,3,2,2,NE,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,#NULL!,#NULL!,1,4,2,4,3,MW,3,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,1,3,1,4,8,4,1,MW,3,1,"Computers available, but not necessarily up-to-date or high performing and not necessarily with the right software",,,,,,1,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,1,3,1,4,2,3,1,WE,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,2,3,1,4,8,1,2,WE,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,2,3,2,2,8,1,1,WE,9,1,Access to analytical software.,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,1,2,1,4,2,2,2,NE,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,1,3,1,4,1,3,1,WE,8,1,"We do not have a computer lab that is available for all faculty to use--the labs we have are dedicated to certain departments who schedule classes in them regularly. If the rest of us are fortunate enough to teach a class when the lab is open, we are ableto use it, but it happens very infrequently.",,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,1,3,1,4,8,5,1,SO,5,1,Lack of dedicated IT support. computers are outdated and not managed very well. The ratio of computers to students is low.,,,,,,1,1,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,1,3,1,4,2,3,1,SO,5,1,IT support,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,1,3,1,2,2,2,2,MW,4,1,"Yes, but only in so far as there is a lack of specific bioinformatics technical support (how to use software, which options to choose, etc.). I have excellent general IT support and no trouble with access to the resources.",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,1,3,1,4,3,4,3,NA,NA,1,"availability of a computer lab, numbers of computers versus class sizes, different operating systems, access to high performance computing for teaching, IT support",,,,,,1,1,,,,1,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,1,4,1,4,1,3,1,WE,9,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,9,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,1,2,2,4,3,3,1,WE,9,1,IT is not very supportive of adding software to campus software builds without months of advanced warning,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,9,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,1,2,3,4,3,4,1,WE,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,1,3,1,4,2,2,2,NE,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,1,3,2,4,1,3,2,NE,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,1,2,3,4,2,2,2,MW,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,1,3,1,4,2,4,1,SO,7,1,"lab availability, especially for courses that enroll large numbers of students",,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,1,3,2,4,2,4,1,SO,7,1,access to high performance computing,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,1,2,2,4,3,2,1,SO,5,1,"IT support is minimal for activities outside the standard computer usage (e.g., installing specialized programs access to non-standard hardware).",,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,1,3,2,4,2,3,3,SO,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,1,2,1,4,8,2,1,SO,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,1,2,2,4,3,4,3,MW,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,1,4,1,4,1,4,3,MW,4,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,1,2,2,4,2,4,2,MW,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,1,4,2,4,2,4,3,SO,5,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,1,2,3,4,2,4,1,NA,NA,1,server space/time; dollars for software,,,,,,1,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,2,3,3,4,1,1,3,WE,8,1,"Hardware deficiencies, some.  I admit to being stupid in bioinformatics.",1,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,2,3,1,4,1,5,2,WE,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,1,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,1,4,1,4,2,4,2,NE,1,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,2,3,1,2,3,1,1,SO,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,1,1,1,4,9,3,2,MW,4,1,"We do not have effective way to access high performance computingWe also do not have a lot of time dedicated to bioinformatics specifically",1,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,1,2,1,4,3,2,2,NE,2,1,"Lack of support for LinuxAccess to high performance computing",,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,1,2,1,4,3,2,3,MW,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,1,1,2,4,8,4,1,SO,5,1,No University wide cluster,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,1,2,2,4,2,2,2,MW,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,3,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,1,3,2,4,2,2,2,MW,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,1,2,1,4,2,2,2,MW,3,1,HPC access for teaching is available by application. I haven't tried this yet.,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,1,1,2,4,2,3,2,MW,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,1,2,2,4,2,3,2,MW,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,1,2,2,4,2,2,2,MW,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,1,2,1,4,3,4,2,WE,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,1,4,2,4,1,4,2,MW,3,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,1,3,2,4,2,2,1,NE,2,1,Not enough computer classrooms for all courses that wish to use them.,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,1,1,1,4,8,2,2,NE,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,1,3,2,2,3,4,2,MW,3,1,No dedicated computer lab for science majors.,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,1,1,2,4,9,5,2,NE,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,1,3,2,4,3,3,1,WE,9,1,No dedicated computer lab for biology courses.,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,1,3,1,2,3,3,1,MW,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,1,3,1,4,2,3,2,SO,5,1,Few faculty are familiar enough with above systems to be comfortable teaching such a course.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,1,3,1,4,8,4,1,SO,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,1,3,2,4,2,2,3,NE,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,1,2,2,4,2,3,1,SO,7,1,"suitable computer laboratories, access to different operating systems",,,,,,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,1,1,2,4,2,2,2,MW,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,2,2,1,4,8,1,1,WE,9,1,"We have one set of laptops that uses the wireless router/ repeater, which means that we may have 12 searches going on BLAST or EMBL at the same time, and things slow to a crawl...They are not connected with a LAN line...",,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,1,3,2,4,2,2,1,MW,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,1,2,2,4,3,3,1,WE,9,1,All items of those listed.,,,,,,1,1,,,,1,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,1,2,2,4,3,4,3,NA,NA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,8,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,2,3,2,4,2,1,1,WE,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,1,2,1,4,2,2,2,MW,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,1,2,2,4,2,2,3,WE,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,1,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,3,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,1,3,1,4,2,3,2,MW,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,1,2,2,4,3,2,2,NE,1,1,"Lack of IT support, lack of programming",,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,1,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,1,3,1,4,2,2,2,MW,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,1,3,1,4,2,5,3,NE,2,1,we have a heavy teaching load and many of the issues you name,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,1,2,2,4,2,4,2,SO,5,1,"Hardware and software support is lacking. My department is reluctant to invest in any hardware or software to support instruction in computational fields since these assets age quickly, unlike microscopes (no joke, we just bought $30k worth of teaching miroscopes).",,,,,,1,1,,,,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,1,1,1,4,8,4,2,SO,5,1,"Few computer labs available. While students often use their laptops, desks are not optimal for this work (chairs with attached desks; desks at an angle).",,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,1,4,2,4,2,4,1,SO,5,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,1,3,2,4,2,2,2,NE,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,1,3,1,4,2,4,2,MW,3,1,availability/modernness of computer lab,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,1,4,2,4,2,4,2,MW,3,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,1,1,2,4,3,4,3,MW,3,1,Computers labs are limited as the university feels that the majority of students have laptops or desktops so the university does not need to supply labs. This is very recent.,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,1,2,1,4,2,4,2,MW,3,1,"mostly access to sufficient computers and computer labs - we are working on this, but have a very real space problem",,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,1,3,2,4,2,4,3,MW,3,1,We need to have laptops in the lecture room,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,1,4,1,4,8,4,2,MW,3,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,1,3,1,4,1,4,2,MW,3,1,"sort of. Every individual has plenty of access to the software, but scheduling doing an in class exercise is prohibitive (500+ class size)",,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
400,1,3,1,2,3,4,2,MW,3,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,1,3,2,4,2,3,1,MW,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,#NULL!,#NULL!,1,2,1,4,3,MW,3,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,1,4,2,4,8,4,2,MW,3,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,1,3,2,4,1,2,3,NE,2,1,"Hard to schedule computer labs because there are numerous constraints on scheduling ofall courses, particularly labs, and especially computer-labs (there are only a few). Also, it'snot too difficult to teach/learn one program or system, but you would ave to be a bioinformatics major to learn all of them- it's a tool for biologists- it needs to be taught, at the undergraduate level,so that bio/chem/other majors can acquire a reasonable level of exposure and expertise in onecourse that has no math o computer pre-requisites.  Beyond that it can be as sophisticated aspossible given the resources, faculty expertise, student interest.",,,,,,1,1,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
405,1,3,2,4,8,3,2,MW,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,1,3,1,4,8,5,3,SO,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,1,2,1,4,3,3,2,MW,3,1,IT on campus will not maintain the computers in department teaching labs the same as general use labs,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,1,2,1,4,2,2,2,MW,4,1,"All of those listed, actually, plus time.",1,,1,,,1,1,,,,1,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,6,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,1,4,2,4,2,3,2,MW,3,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,1,3,1,4,2,5,3,MW,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
