"","Var1","Var2","value","summed_score","percentage","responses","proportion","nice_names"
"181","7_undergraduate.degree","Institutional Issues: Lack of inter-departmental cooperation",0,15,0,10,0,"Undergraduate.certificate"
"182","8_post.graduate.degree","Institutional Issues: Lack of inter-departmental cooperation",2,15,13.3333333333333,148,0.0135135135135135,"Undergraduate.degree"
"183","9_graduate.course.or.degree","Institutional Issues: Lack of inter-departmental cooperation",1,15,6.66666666666667,55,0.0181818181818182,"Post.graduate.certificate"
"184","self.taught","Institutional Issues: Lack of inter-departmental cooperation",8,15,53.3333333333333,469,0.0170575692963753,"Graduate.course.or.degree"
"185","1_no.training.experience","Institutional Issues: Lack of IT support",0,12,0,103,0,"No.Training"
"186","3_short.workshop","Institutional Issues: Lack of IT support",4,12,33.3333333333333,231,0.0173160173160173,"Self.taught"
"187","4_some.undergraduate.courses","Institutional Issues: Lack of IT support",0,12,0,31,0,"Short.workshops"
"188","6_undergraduate.certificate","Institutional Issues: Lack of IT support",0,12,0,5,0,"Some.undergraduate.coursework"
"189","7_undergraduate.degree","Institutional Issues: Lack of IT support",0,12,0,10,0,"Undergraduate.certificate"
"190","8_post.graduate.degree","Institutional Issues: Lack of IT support",3,12,25,148,0.0202702702702703,"Undergraduate.degree"
"191","9_graduate.course.or.degree","Institutional Issues: Lack of IT support",0,12,0,55,0,"Post.graduate.certificate"
"192","self.taught","Institutional Issues: Lack of IT support",5,12,41.6666666666667,469,0.0106609808102345,"Graduate.course.or.degree"
